[INFO ] [2022-09-19 13:04:13,338] User - Step01: Click to the Register Link on the User Home Page
[INFO ] [2022-09-19 13:04:14,707] User - Step02: User register an account with valid values
[INFO ] [2022-09-19 13:04:16,415] User - Step03: Click to Logout link at the User Page
[INFO ] [2022-09-19 13:04:17,405] User - Step04: Click on Login Link at the User Home Page
[INFO ] [2022-09-19 13:04:18,165] User - Step05: User login with valid values which she just has registed
[INFO ] [2022-09-19 13:04:19,256] User - Step06: Verify My Account Link displayed after user login successful
[INFO ] [2022-09-19 13:15:41,972] User - Step01: Click to the Register Link on the User Home Page
[INFO ] [2022-09-19 13:15:43,263] User - Step02: User registers an account with valid values
[INFO ] [2022-09-19 13:15:45,047] User - Step03: Click to the Logout link at the User Page
[INFO ] [2022-09-19 13:15:46,216] User - Step04: Click on the Login Link at the User Home Page
[INFO ] [2022-09-19 13:15:46,882] User - Step05: User logins with valid values which she just has registed
[INFO ] [2022-09-19 13:15:48,019] User - Step06: Verify the My Account Link displayed after user login successful
[INFO ] [2022-09-19 13:15:48,076]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-19 13:15:48,077] User - Step07: User click to the My Account Link
[INFO ] [2022-09-19 13:15:49,032] User - Step08: Verify the Customer Informarion displayed
[INFO ] [2022-09-19 13:15:49,073]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-19 13:15:49,081] User02 - Step01: User opens 'My Product Review' page
[2022-09-19 13:17:23,867] User - Step01: Click to the Register Link on the User Home Page
[2022-09-19 13:17:25,671] User - Step02: User registers an account with valid values
[2022-09-19 13:17:27,627] User - Step03: Click to the Logout link at the User Page
[2022-09-19 13:17:28,527] User - Step04: Click on the Login Link at the User Home Page
[2022-09-19 13:17:29,395] User - Step05: User logins with valid values which she just has registed
[2022-09-19 13:17:30,584] User - Step06: Verify the My Account Link displayed after user login successful
[2022-09-19 13:17:30,641]  -------------------------- FAILED -------------------------- 
[2022-09-19 13:17:30,644] User - Step07: User click to the My Account Link
[2022-09-19 13:17:31,491] User - Step08: Verify the Customer Informarion displayed
[2022-09-19 13:17:31,534]  -------------------------- FAILED -------------------------- 
[2022-09-19 13:17:31,543] User02 - Step01: User opens 'My Product Review' page
[2022-09-21 21:32:26,799] User - Step01: Click to the Register Link on the User Home Page
[2022-09-21 21:32:28,330] User - Step02: User registers an account with valid values
[2022-09-21 21:32:30,214] User - Step03: Click to the Logout link at the User Page
[2022-09-21 21:32:31,034] User - Step04: Click on the Login Link at the User Home Page
[2022-09-21 21:32:31,720] User - Step05: User logins with valid values which she just has registed
[2022-09-21 21:32:33,024] User - Step06: Verify the My Account Link displayed after user login successful
[2022-09-21 21:32:33,100]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:32:33,101] User - Step07: User click to the My Account Link
[2022-09-21 21:32:34,000] User - Step08: Verify the Customer Informarion displayed
[2022-09-21 21:32:34,050]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:32:34,061] User02 - Step01: User opens 'My Product Review' page
[2022-09-21 21:33:01,064] User - Step01: Click to the Register Link on the User Home Page
[2022-09-21 21:33:03,037] User - Step02: User registers an account with valid values
[2022-09-21 21:33:05,069] User - Step03: Click to the Logout link at the User Page
[2022-09-21 21:33:06,105] User - Step04: Click on the Login Link at the User Home Page
[2022-09-21 21:33:07,206] User - Step05: User logins with valid values which she just has registed
[2022-09-21 21:33:08,568] User - Step06: Verify the My Account Link displayed after user login successful
[2022-09-21 21:33:08,627]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:33:08,628] User - Step07: User click to the My Account Link
[2022-09-21 21:33:16,315] User - Step08: Verify the Customer Informarion displayed
[2022-09-21 21:33:16,365]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:33:16,376] User02 - Step01: User opens 'My Product Review' page
[2022-09-21 21:51:28,745] User - Step01: Click to the Register Link on the User Home Page
[2022-09-21 21:51:30,101] User - Step02: User registers an account with valid values
[2022-09-21 21:51:31,746] User - Step03: Click to the Logout link at the User Page
[2022-09-21 21:51:32,513] User - Step04: Click on the Login Link at the User Home Page
[2022-09-21 21:51:33,217] User - Step05: User logins with valid values which she just has registed
[2022-09-21 21:51:34,568] User - Step06: Verify the My Account Link displayed after user login successful
[2022-09-21 21:51:34,633]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:51:34,634] User - Step07: User click to the My Account Link
[2022-09-21 21:51:35,236] User - Step08: Verify the 'Customer Infor' page is not displayed
[2022-09-21 21:51:35,299]  -------------------------- FAILED -------------------------- 
[2022-09-21 21:51:35,304] User02 - Step01: User opens 'My Product Review' page
[2022-10-03 09:22:15,581] User - Step01: Click to the Register Link on the User Home Page
[2022-10-03 09:22:17,325] User - Step02: User registers an account with valid values
[2022-10-03 09:22:19,715] User - Step03: Click to the Logout link at the User Page
[2022-10-03 09:22:20,877] User - Step04: Click on the Login Link at the 'User Home' Page
[2022-10-03 09:22:21,745] User - Step05: User logins with valid values with Email is 'afcv7560@live.co' and Password is '123456'
[2022-10-03 09:22:22,957] User - Step06: Verify the 'My Account' Link displayed after user login successful
[2022-10-03 09:22:23,022]  -------------------------- FAILED -------------------------- 
[2022-10-03 09:22:23,023] User - Step07: User click to the 'My Account' Link
[2022-10-03 09:22:23,805] User - Step08: Verify the 'Customer Infor' page is not displayed
[2022-10-03 09:22:23,858]  -------------------------- FAILED -------------------------- 
[2022-10-03 09:22:23,865] User02 - Step01: User opens 'My Product Review' page
[2022-10-03 09:27:46,199] User - Step01: Click to the Register Link on the User Home Page
[2022-10-03 09:27:47,027] User - Step02: User registers an account with valid values
[2022-10-03 09:27:49,055] User - Step03: Click to the Logout link at the User Page
[2022-10-03 09:27:49,895] User - Step04: Click on the Login Link at the 'User Home' Page
[2022-10-03 09:27:50,730] User - Step05: User logins with valid values with Email is 'afcv1419@live.co' and Password is '123456'
[2022-10-03 09:27:51,860] User - Step06: Verify the 'My Account' Link displayed after user login successful
[2022-10-03 09:27:51,917]  -------------------------- FAILED -------------------------- 
[2022-10-03 09:27:51,918] User - Step07: User click to the 'My Account' Link
[2022-10-03 09:27:52,568] User - Step08: Verify the 'Customer Infor' page is not displayed
[2022-10-03 09:27:52,626]  -------------------------- FAILED -------------------------- 
[2022-10-03 09:27:52,636] User02 - Step01: User opens 'My Product Review' page
[2022-10-04 10:17:49,563] User - Step01: Click to the Register Link on the User Home Page
[2022-10-04 10:17:51,008] User - Step02: User registers an account with valid values
[2022-10-04 10:17:52,808] User - Step03: Click to the Logout link at the User Page
[2022-10-04 10:17:53,723] User - Step04: Click on the Login Link at the 'User Home' Page
[2022-10-04 10:17:54,580] User - Step05: User logins with valid values with Email is 'afcv4368@live.co' and Password is '123456'
[2022-10-04 10:17:55,643] User - Step06: Verify the 'My Account' Link displayed after user login successful
[2022-10-04 10:17:55,716]  -------------------------- FAILED -------------------------- 
[2022-10-04 10:17:55,716] User - Step07: User click to the 'My Account' Link
[2022-10-04 10:17:56,451] User - Step08: Verify the 'Customer Infor' page is not displayed
[2022-10-04 10:17:56,503]  -------------------------- FAILED -------------------------- 
[2022-10-04 10:17:56,514] User02 - Step01: User opens 'My Product Review' page
[2022-10-04 21:04:46,467] User - Step01: Click to the Register Link on the User Home Page
[2022-10-04 21:04:47,642] User - Step02: User registers an account with valid values
[2022-10-04 21:04:49,648] User - Step03: Click to the Logout link at the User Page
[2022-10-04 21:04:50,611] User - Step04: Click on the Login Link at the 'User Home' Page
[2022-10-04 21:04:51,398] User - Step05: User logins with valid values with Email is 'afcv3182@live.co' and Password is '123456'
[2022-10-04 21:04:52,595] User - Step06: Verify the 'My Account' Link displayed after user login successful
[2022-10-04 21:04:52,656]  -------------------------- FAILED -------------------------- 
[2022-10-04 21:04:52,657] User - Step07: User click to the 'My Account' Link
[2022-10-04 21:04:53,624] User - Step08: Verify the 'Customer Infor' page is not displayed
[2022-10-04 21:04:53,668]  -------------------------- FAILED -------------------------- 
[2022-10-04 21:04:53,975] User02 - Step01: User opens 'My Product Review' page
[2022-10-04 21:13:24,277] User - Step01: Click to the Register Link on the User Home Page
[2022-10-04 21:13:25,974] User - Step02: User registers an account with valid values
[2022-10-04 21:13:27,984] User - Step03: Click to the Logout link at the User Page
[2022-10-04 21:13:28,887] User - Step04: Click on the Login Link at the 'User Home' Page
[2022-10-04 21:13:29,855] User - Step05: User logins with valid values with Email is 'afcv9323@live.co' and Password is '123456'
[2022-10-04 21:13:31,055] User - Step06: Verify the 'My Account' Link displayed after user login successful
[2022-10-04 21:13:31,659] User02 - Step01: User opens 'My Product Review' page
